discipline_title,slug_game,city_host,country_host,continent_host,event_title,event_gender,medal_type,participant_type,participant_title,athlete_url,athlete_full_name,country_name,country_code,country_3_letter_code
Boxing,antwerp-1920,Antwerp,Belgium,Europe,5715  6124kg lightweight men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/clarence-newton,Clarence NEWTON,Canada,CA,CAN
Boxing,antwerp-1920,Antwerp,Belgium,Europe,5352  5715kg featherweight men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/paul-fritsch,Paul FRITSCH,France,FR,FRA
Boxing,antwerp-1920,Antwerp,Belgium,Europe,5352  5715kg featherweight men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/jean-gachet,Jean GACHET,France,FR,FRA
Boxing,antwerp-1920,Antwerp,Belgium,Europe,5352  5715kg featherweight men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/edoardo-garzena,Edoardo GARZENA,Italy,IT,ITA
Boxing,antwerp-1920,Antwerp,Belgium,Europe,508kg flyweight men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/frank-di-genaro,Frank DI GENARO,United States of America,US,USA
Boxing,antwerp-1920,Antwerp,Belgium,Europe,508kg flyweight men,Men,SILVER,Athlete,,,Anders Pedersen,Denmark,DK,DEN
Boxing,antwerp-1920,Antwerp,Belgium,Europe,508kg flyweight men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/william-cuthbertson,William CUTHBERTSON,Great Britain,GB,GBR
Boxing,antwerp-1920,Antwerp,Belgium,Europe,6124  6668kg welterweight men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/julius-gustav-albert-schneider,Julius Gustav Albert SCHNEIDER,Canada,CA,CAN
Boxing,antwerp-1920,Antwerp,Belgium,Europe,6124  6668kg welterweight men,Men,SILVER,Athlete,,,Alex Ireland,Great Britain,GB,GBR
Boxing,antwerp-1920,Antwerp,Belgium,Europe,6124  6668kg welterweight men,Men,BRONZE,Athlete,,,Fred Kolberg,United States of America,US,USA
Boxing,antwerp-1920,Antwerp,Belgium,Europe,7938kg heavyweight men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/ronald-rawson,Ronald RAWSON,Great Britain,GB,GBR
Boxing,antwerp-1920,Antwerp,Belgium,Europe,7938kg heavyweight men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/soren-petersen,Sören PETERSEN,Denmark,DK,DEN
Boxing,antwerp-1920,Antwerp,Belgium,Europe,7938kg heavyweight men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/albert-xavier-eluere,Albert Xavier ELUERE,France,FR,FRA
